"","gene","log2fc","pval","avg_expr","celltype"
"37","chr9:7682035-7682536",5.73382836572349,2.71717608536697e-37,0.786311972186269,"Somatotrophs"
"38","chr7:145219192-145219693",5.79498756491987,2.74721810624668e-37,-0.645940102469198,"Stem_cells"
"39","chr13:16878637-16879138",5.46848105549036,3.87089516294345e-37,-1.11786482195583,"Stem_cells"
"40","chr15:85791018-85791519",5.47189995991948,5.12695911434145e-37,-1.02252029004821,"Stem_cells"
"41","chr6:22361924-22362425",5.6696540763344,1.52699954436998e-36,-0.471456654961823,"Stem_cells"
"42","chr3:143333265-143333766",5.45723323721966,1.76363111210001e-36,-0.815348545833602,"Melanotrophs"
"43","chr9:42651249-42651750",5.65878442343863,2.12903857231758e-36,-0.736242719850603,"Stem_cells"
"44","chr11:67120612-67121113",5.45350860620953,2.85905294016033e-36,-0.91061244405384,"Stem_cells"
"45","chr13:70908374-70908875",5.38164869808751,3.09808870112802e-36,-1.03937379506175,"Stem_cells"
"46","chr4:138805243-138805744",5.67944745844653,3.31422146165557e-36,-0.384525264744118,"Stem_cells"
"47","chr8:8861488-8861989",5.57620982343594,4.03634066807532e-36,-0.885049218593413,"Stem_cells"
"48","chr1:132805458-132805959",5.63643106430192,4.7829366538626e-36,-0.768347402501536,"Melanotrophs"
"49","chr7:7049769-7050270",5.47863422264373,6.41453097088213e-36,-0.938448814000928,"Stem_cells"
"50","chr3:127492962-127493463",5.35627475342549,7.89154650369465e-36,-1.07031424138467,"Melanotrophs"
"51","chr9:49338397-49338898",5.53800364651692,7.91750574489903e-36,-0.230975748893365,"Melanotrophs"
"52","chr10:67845938-67846439",5.29559779181804,8.24367088402217e-36,-0.982046548329263,"Stem_cells"
"53","chr2:6067046-6067547",5.53513284253556,9.25014306185744e-36,-0.956891704944161,"Stem_cells"
"54","chrX:18322801-18323302",5.57196341636586,1.32004300483758e-35,-0.500924747881092,"Stem_cells"
"55","chr4:35031137-35031638",5.43404086154491,1.3442928319813e-35,-0.50910780040302,"Stem_cells"
"56","chr1:39116298-39116799",5.45382011359758,1.35247334262574e-35,-0.890095755658909,"Stem_cells"
"57","chr13:107394430-107394931",5.23506423242306,1.43721790032332e-35,-0.901068927904031,"Stem_cells"
"58","chr6:53951410-53951911",5.61069369674697,1.65833898016279e-35,-0.422605667317625,"Stem_cells"
"59","chr8:101650584-101651085",5.387297499554,1.75049447062842e-35,-0.920462305668575,"Melanotrophs"
"60","chr8:14732120-14732621",5.64524605852086,1.94342946353189e-35,-0.565176422457663,"Stem_cells"
"61","chr2:22679898-22680399",5.39270259229738,1.97041518077768e-35,-0.796211610912343,"Melanotrophs"
"62","chr17:49073559-49074060",5.53060267249777,2.32270804901838e-35,-0.18361549690738,"Melanotrophs"
"63","chr3:39202650-39203151",5.76359450948904,2.54984869699199e-35,-0.096593175845291,"Stem_cells"
"64","chr4:53952330-53952831",5.20211448587335,3.46561850294245e-35,-1.02053889428831,"Stem_cells"
"65","chr2:102463974-102464475",5.41628343128266,3.60732841181743e-35,-0.603775877882607,"Stem_cells"
"66","chr19:40290208-40290709",5.42243578344909,3.82300962367558e-35,-0.313091905393689,"Stem_cells"
"67","chr11:106316802-106317303",5.70052370570004,3.91974358648368e-35,0.405336365562795,"Somatotrophs"
"68","chr19:20492405-20492906",5.52127324147708,3.95180607814625e-35,-0.603427790071962,"Stem_cells"
"69","chr11:44083646-44084147",5.28023933437373,4.04042972973097e-35,-0.946781428849073,"Stem_cells"
"70","chr12:35824649-35825150",5.2370489398861,4.20252663861505e-35,-0.88865011192539,"Stem_cells"
"71","chr17:78582089-78582590",5.38353975243286,4.55574318721385e-35,-0.896553351734432,"Stem_cells"
"72","chr19:20491830-20492331",5.4848473266563,4.66715241826109e-35,-0.722362330932953,"Stem_cells"
"73","chr2:143501634-143502135",5.34014140735542,4.97795939250307e-35,-0.953928827370811,"Melanotrophs"
"74","chr1:91714518-91715019",5.33569401753907,5.16588638742639e-35,-0.792853989239004,"Stem_cells"
"75","chr14:103751311-103751812",5.21179965802122,6.01201584286369e-35,-0.940019065409896,"Stem_cells"
"76","chr1:94345119-94345620",5.17716700145083,6.6102173516989e-35,-0.697513229651821,"Melanotrophs"
"77","chr1:149430762-149431263",5.48307009811566,7.5001319668519e-35,-0.629580436657336,"Melanotrophs"
"78","chr3:146589579-146590080",5.28249071611651,9.21829305105682e-35,-0.959478114513634,"Melanotrophs"
"79","chr7:37902395-37902896",5.34805709194566,9.53426442830699e-35,-0.954404390968413,"Melanotrophs"
"80","chr6:94951890-94952391",5.34940899203035,1.24268451879601e-34,-0.865183891457296,"Stem_cells"
"81","chr4:35033197-35033698",5.68536829706414,1.24730295101275e-34,-0.222019442569211,"Stem_cells"
"82","chr16:49980124-49980625",5.45938918484787,1.3834938541988e-34,-0.401331533720624,"Stem_cells"
"83","chr16:94781619-94782120",5.74448074912348,3.56125635299871e-34,0.386240471108652,"Melanotrophs"
"84","chr4:53924378-53924879",5.25364316065588,4.31387124946732e-34,-0.809435657271438,"Stem_cells"
"85","chr8:126073190-126073691",5.41408441326584,4.90384328453097e-34,-0.614949513275263,"Stem_cells"
"86","chr1:119321844-119322345",5.31049418165585,5.65214773050282e-34,-0.582457322424733,"Stem_cells"
"87","chr12:51002057-51002558",5.29684691940622,6.08107001539929e-34,-0.625221473303422,"Melanotrophs"
"88","chr3:35105240-35105741",5.4991071022839,6.2196191356026e-34,-0.568990814508372,"Stem_cells"
"89","chr2:144123327-144123828",5.41988117142537,6.22725721197103e-34,-0.407807926636671,"Stem_cells"
"90","chr8:113665858-113666359",5.2001811714715,6.31536101278594e-34,-0.49222175662696,"Melanotrophs"
"91","chr5:91104154-91104655",5.38817892871524,6.64544936564542e-34,-0.718000314871434,"Stem_cells"
"92","chr7:68559698-68560199",5.6761144927067,9.70241672784126e-34,0.432765003306532,"Melanotrophs"
"93","chr12:12306319-12306820",5.5258663917534,1.06150946164047e-33,-0.41924630123297,"Melanotrophs"
"94","chr9:12493020-12493521",5.40885056616235,1.08348812716758e-33,-0.675100240976651,"Stem_cells"
"95","chr9:117001867-117002368",5.17566158431041,1.08954739606391e-33,-0.572463452371823,"Stem_cells"
"96","chr15:25472661-25473162",5.02642744905346,1.12659762125766e-33,-0.814966524864287,"Lactotrophs"
"97","chr10:70983235-70983736",5.31719622603973,1.25604232844403e-33,-0.515875723661895,"Stem_cells"
"98","chr2:65218293-65218794",5.3224922574866,1.46548026243609e-33,-0.593222216040752,"Stem_cells"
"99","chr12:58078006-58078507",5.29875192935562,1.46886737553352e-33,-0.610384237277127,"Melanotrophs"
"100","chr11:106298946-106299447",5.4552587387119,1.804824828324e-33,-0.133137719765385,"Somatotrophs"
"101","chr5:93215676-93216177",5.54368764348344,1.88517559704584e-33,-0.389801303240949,"Stem_cells"
"102","chr11:13039570-13040071",5.16129130132743,1.89433754431502e-33,-0.15563169734032,"Lactotrophs"
"103","chr5:71440100-71440601",5.30782616325107,2.23789729620188e-33,-0.225057914824325,"Melanotrophs"
"104","chr11:106299463-106299964",5.15534941992414,2.46925120654288e-33,-0.36910123413096,"Somatotrophs"
"105","chr7:96437559-96438060",5.52292674178683,2.6396730780237e-33,-0.60302111368312,"Melanotrophs"
"106","chr7:66835300-66835801",5.38140724876292,3.20135051965744e-33,-0.463531195078206,"Stem_cells"
"107","chr16:30412579-30413080",5.46067739423905,3.48366014352627e-33,-0.360961619881626,"Stem_cells"
"108","chr1:131579268-131579769",5.90986928640299,3.65900679354854e-33,0.361845275390313,"Corticotrophs"
"109","chr15:65585475-65585976",5.53261447555437,3.84822276610405e-33,-0.24593259319698,"Melanotrophs"
"110","chr2:51212692-51213193",5.30197883909072,4.29945687091698e-33,-0.817993332588906,"Stem_cells"
"111","chr7:63820167-63820668",5.25410653501391,5.82506182598087e-33,-0.233850107928294,"Stem_cells"
"112","chr18:65549545-65550046",5.19285541128348,6.2184731433969e-33,-0.854527954180792,"Melanotrophs"
"113","chr16:55076135-55076636",5.36765396691466,6.67016048729157e-33,-0.599978552361399,"Stem_cells"
"114","chr18:88960977-88961478",5.56745097047154,6.80802891623282e-33,-0.164472957502004,"Stem_cells"
"115","chr12:79463147-79463648",5.49459994841332,7.184820427704e-33,-0.22653871227552,"Stem_cells"
"116","chr16:60102068-60102569",5.28485522723074,8.72074782849634e-33,-0.800369198924749,"Melanotrophs"
"117","chr1:66672523-66673024",5.23200151594711,9.73248190577555e-33,-0.542824869507303,"Melanotrophs"
"118","chr7:96292000-96292501",5.47057376714274,9.98688018917411e-33,-0.273276835893883,"Melanotrophs"
"119","chr14:102629693-102630194",5.39608756835339,1.16237797386916e-32,-0.278340921408595,"Stem_cells"
"120","chr4:36183524-36184025",5.19582477010063,1.1703671490326e-32,-0.810719205192173,"Melanotrophs"
"121","chr8:123785657-123786158",5.6489525843062,1.46404600756467e-32,0.295950314607897,"Stem_cells"
"122","chr6:129010789-129011290",5.33211500816349,1.63225755267943e-32,-0.427930105330031,"Stem_cells"
"123","chr13:34655407-34655908",5.22911055305351,2.27550096094939e-32,-0.649035236488581,"Stem_cells"
"124","chr6:93415982-93416483",5.24704696417413,2.36703946170784e-32,-0.692272243405632,"Stem_cells"
"125","chr9:22264528-22265029",5.22879112558789,2.37647462319678e-32,-0.564960246928673,"Stem_cells"
"126","chr6:21863516-21864017",5.29138045605024,2.54682229651984e-32,-0.506746362114826,"Stem_cells"
"127","chr4:15791142-15791643",5.07423847273943,2.87622974486458e-32,-0.239310169110319,"Melanotrophs"
"128","chr13:34248840-34249341",5.4489678037164,2.98252949913377e-32,0.369860229893576,"Stem_cells"
"129","chr16:46293739-46294240",5.24206263534572,3.22716281687559e-32,-0.366203664600326,"Stem_cells"
"130","chr16:72064356-72064857",5.10486100542475,3.2550430786071e-32,-0.54033019465525,"Lactotrophs"
"131","chr2:50885880-50886381",5.1846857370794,4.19253173226097e-32,-0.624546316722002,"Stem_cells"
"132","chr15:42855719-42856220",4.9544024795341,4.72043921040749e-32,-0.743120985570022,"Lactotrophs"
"133","chr12:111500716-111501217",5.26212658069221,5.53876170116729e-32,-0.574799089302362,"Stem_cells"
"134","chr12:9872142-9872643",5.23090052512876,5.73111912068304e-32,-0.386761927136749,"Stem_cells"
"135","chr10:109330779-109331280",5.08208564362743,6.71241178655958e-32,-0.635803565709221,"Melanotrophs"
"136","chr2:178449344-178449845",5.17484565496695,7.45068614786962e-32,-0.536276890013606,"Stem_cells"
"137","chr13:63072311-63072812",5.28059939237971,8.93097451290681e-32,-0.392493667969612,"Stem_cells"
"138","chr8:103880733-103881234",5.2578218186497,1.12131683914047e-31,-0.288000644524118,"Stem_cells"
"139","chr14:47378290-47378791",5.07516741931567,1.1335764634464e-31,-0.595289071701894,"Stem_cells"
"140","chr7:144958683-144959184",5.39589666677694,1.20795750459588e-31,-0.104119374328281,"Stem_cells"
"141","chr13:51469465-51469966",5.13184513986324,1.47336808553981e-31,-0.198632721029946,"Stem_cells"
"142","chr5:113351745-113352246",5.43356466082111,1.66501385457778e-31,-0.206380422444554,"Stem_cells"
"143","chr4:139813408-139813909",5.33987414750973,2.25465324408143e-31,0.15408368742364,"Melanotrophs"
"144","chr15:55746744-55747245",5.46263758800375,2.29720161848401e-31,-0.0119077089643588,"Melanotrophs"
"145","chr6:145566765-145567266",5.14892623262681,2.51949039474675e-31,0.0479511805194536,"Stem_cells"
"146","chr14:57705098-57705599",5.26830714859001,2.68822076127249e-31,-0.631743308791767,"Stem_cells"
"147","chr5:72699181-72699682",5.31570066836415,2.86270511731652e-31,-0.261323239108948,"Stem_cells"
"148","chr16:14105852-14106353",5.17760694501791,2.87873403777878e-31,-0.465798283460902,"Stem_cells"
"149","chr19:25680830-25681331",5.21474470699771,2.88616879343558e-31,-0.480845443754082,"Melanotrophs"
"150","chr16:9451971-9452472",5.24034173726901,3.04593622946067e-31,0.41803218715757,"Somatotrophs"
"151","chr14:68983550-68984051",5.42376614810109,3.31393642523702e-31,0.121408005969002,"Stem_cells"
"152","chr7:40536587-40537088",5.18798609047179,3.72276614398712e-31,-0.591080082961,"Stem_cells"
"153","chr1:167561687-167562188",5.23750408708313,3.93138676228543e-31,1.23133153002942,"Somatotrophs"
"154","chr2:157992767-157993268",5.50467228648511,4.06592642036506e-31,0.169715598414105,"Melanotrophs"
"155","chr14:58989723-58990224",5.16338237858081,4.14684445065866e-31,-0.702337410560485,"Stem_cells"
"156","chr4:62731582-62732083",4.96547402237844,4.80377463625198e-31,-0.617002857345609,"Stem_cells"
"157","chr5:92383707-92384208",4.97132716603617,4.80916017097799e-31,-0.62780384751328,"Stem_cells"
"158","chr10:110784731-110785232",5.17651346984576,4.81986020900996e-31,0.963729042598978,"Somatotrophs"
"159","chr16:9971336-9971837",5.35351334526234,5.03370054829973e-31,-0.0964170775892371,"Stem_cells"
"160","chr7:70514592-70515093",5.03813962550949,5.0617312992043e-31,-0.685853541390548,"Stem_cells"
"161","chr3:53586091-53586592",5.40569462276525,6.70838693823284e-31,0.2565051348829,"Stem_cells"
"162","chr19:14844011-14844512",4.95340247746564,6.82228753011028e-31,-0.555014291181803,"Lactotrophs"
"163","chr9:112123296-112123797",4.95638571000005,8.51604482381656e-31,-0.518029275146855,"Melanotrophs"
"164","chr3:35771872-35772373",5.20695736227125,9.36021545027501e-31,-0.344173124525264,"Stem_cells"
"165","chr9:74801658-74802159",5.07619147556631,1.02320366102164e-30,0.166331033484594,"Somatotrophs"
"166","chr16:87575562-87576063",5.19376414028984,1.06314428504216e-30,-0.349296228578809,"Stem_cells"
"167","chr13:60242457-60242958",5.03844432356077,1.13031071806134e-30,0.111296068480113,"Stem_cells"
"168","chr14:55652617-55653118",5.50925114723205,1.15157455987858e-30,0.105544112892086,"Stem_cells"
"169","chr15:28326787-28327288",5.00430808044854,1.15918224475195e-30,-0.703950894943669,"Melanotrophs"
"170","chr2:80667334-80667835",5.01739503975453,1.20969223663012e-30,-0.646678165580539,"Stem_cells"
"171","chr14:85770523-85771024",5.18468364068636,1.21724608261252e-30,-0.346093463381655,"Stem_cells"
"172","chr19:58913154-58913655",5.16590524022315,1.23155411986857e-30,0.0418259529833371,"Melanotrophs"
"173","chr6:135304660-135305161",4.90996131043816,1.28954647905923e-30,-0.475275293127293,"Stem_cells"
"174","chr18:39516945-39517446",5.07664676606903,1.53572923958608e-30,0.303034865525301,"Somatotrophs"
"175","chr13:40868963-40869464",4.91037376725012,1.55376747558172e-30,-0.49101050119253,"Stem_cells"
"176","chr4:100386617-100387118",5.11588151033343,1.62744980665843e-30,-0.249986634652521,"Stem_cells"
"177","chr11:25354769-25355270",5.08114299667457,1.96994336199624e-30,-0.188732119207064,"Lactotrophs"
"178","chr2:135568989-135569490",5.31709084108648,2.05138898418193e-30,-0.295894940851898,"Stem_cells"
"179","chr1:119255372-119255873",5.13576067546001,2.53478481611435e-30,-0.631683497509343,"Stem_cells"
"180","chr17:54188953-54189454",5.11112957152512,3.14484020836117e-30,-0.430360904072367,"Stem_cells"
"181","chr1:176355271-176355772",4.93013141269951,3.39273336353021e-30,-0.488369665953858,"Melanotrophs"
"182","chr1:172342573-172343074",5.15962147230958,3.70215338377788e-30,-0.0463328763719468,"Stem_cells"
"183","chr18:52485802-52486303",4.78389324832703,3.70490099835098e-30,-0.370168718788343,"Melanotrophs"
"184","chr14:114912233-114912734",5.31752887603508,3.75210134251011e-30,-0.175453853703814,"Stem_cells"
"185","chr1:163308554-163309055",5.03836473224157,4.68337418860969e-30,-0.485910319837373,"Melanotrophs"
"186","chr19:4071365-4071866",5.18922105933659,5.07967067538014e-30,-0.227001217338317,"Melanotrophs"
"187","chr15:72018789-72019290",5.31486148108444,5.08816419724085e-30,0.121260501151672,"Stem_cells"
"188","chr3:143411455-143411956",5.10874898745951,6.09369475925748e-30,-0.332009997733015,"Melanotrophs"
"189","chr16:10467318-10467819",5.0681675119555,6.88589224033804e-30,-0.311464974304727,"Stem_cells"
"190","chr2:71719569-71720070",5.62860568648134,7.30769496348927e-30,1.27142573520526,"Stem_cells"
"191","chr7:71406204-71406705",5.1258407796438,7.8060060412091e-30,-0.503481388374713,"Stem_cells"
"192","chr11:69146222-69146723",5.19142233023823,8.88918407330181e-30,-0.0671651213619886,"Melanotrophs"
"193","chr3:153489629-153490130",4.81296692877758,9.47188526995045e-30,-0.458903602490638,"Stem_cells"
"194","chr16:85357546-85358047",5.11175384629031,9.70571485224204e-30,-0.359311163188584,"Stem_cells"
"195","chr4:131243898-131244399",4.82614058970006,1.14611053196227e-29,-0.205259382610484,"Melanotrophs"
"196","chr13:102087772-102088273",5.14028891454458,1.17315322204726e-29,-0.113258075349468,"Melanotrophs"
"197","chr18:72724954-72725455",4.96100001958963,1.203908249649e-29,-0.514184625324061,"Melanotrophs"
"198","chr7:73965285-73965786",5.23227056500593,1.21002205130132e-29,-0.179969915301693,"Stem_cells"
"199","chr11:114618616-114619117",5.05588709809145,1.27323921387853e-29,-0.488130679091926,"Stem_cells"
"200","chr4:59450463-59450964",5.05174392439006,1.43442228530343e-29,-0.149943469082209,"Stem_cells"
"201","chr11:106300068-106300569",4.97137586743615,1.49671203920774e-29,0.0869327346142442,"Somatotrophs"
"202","chr7:34858701-34859202",5.12718747297633,1.50221045924587e-29,-0.358581524279969,"Melanotrophs"
"203","chr6:146289685-146290186",5.33409996132172,1.55104386076328e-29,-0.0134754014953853,"Melanotrophs"
"204","chr18:40435759-40436260",4.99405928885725,1.71889743419757e-29,-0.473463260568961,"Melanotrophs"
"205","chr2:6097149-6097650",4.9406113868967,1.7979113886745e-29,-0.534277619898312,"Stem_cells"
"206","chr11:40972804-40973305",5.02680516802768,1.81945384752345e-29,0.191690197667942,"Lactotrophs"
"207","chr14:106269678-106270179",5.04334993760902,1.88146429318333e-29,-0.242945567579951,"Stem_cells"
"208","chr5:72747322-72747823",4.58873266079444,1.96739370272183e-29,-0.553993230622991,"Stem_cells"
"209","chr12:74109572-74110073",5.05999212253054,2.05801822063808e-29,0.0773527570524294,"Melanotrophs"
"210","chr11:4302322-4302823",5.12614848635957,2.0801021028246e-29,0.157334456797132,"Stem_cells"
"211","chr5:64924030-64924531",4.89000859701564,2.40711265655159e-29,0.255043914979773,"Lactotrophs"
"212","chr6:55374957-55375458",4.9835535515267,2.60057393839453e-29,-0.176319960913984,"Somatotrophs"
"213","chr6:41174405-41174906",4.8018495962846,2.65432744651538e-29,-0.554301781823687,"Lactotrophs"
"214","chr3:41509401-41509902",4.9799020365294,2.74976093214438e-29,-0.179372827456366,"Stem_cells"
"215","chr16:91447401-91447902",4.8758915233395,3.15078597381937e-29,-0.542588977804367,"Stem_cells"
"216","chr8:92331822-92332323",5.01037116648195,3.16025735739737e-29,-0.195251745087654,"Stem_cells"
"217","chr2:9996032-9996533",5.09339068745222,3.19243003688627e-29,-0.187630558261257,"Melanotrophs"
"218","chr4:153640576-153641077",4.8099317996301,3.39388169292024e-29,-0.704210202509194,"Somatotrophs"
"219","chr1:72992915-72993416",4.80860842059794,3.83860453821774e-29,-0.309439617581938,"Stem_cells"
"220","chr17:64141581-64142082",4.88112995875243,4.37493670468027e-29,-0.180157023338809,"Melanotrophs"
"221","chr6:94789235-94789736",5.19018831869189,5.35020709744624e-29,-0.0678398563891648,"Stem_cells"
"222","chr9:116218782-116219283",5.12853385118063,5.54460811618749e-29,0.895402365570345,"Stem_cells"
"223","chr3:109440296-109440797",4.9123665634264,5.88165855196066e-29,-0.441877159227527,"Melanotrophs"
"224","chr19:27031258-27031759",5.12207418693918,6.29832588732425e-29,0.0698889231082766,"Melanotrophs"
"225","chr6:71967329-71967830",5.18557420585444,8.6763278814731e-29,-0.235305756594924,"Stem_cells"
"226","chr12:30292902-30293403",5.00881715881279,9.23222590346046e-29,0.0807129631428927,"Melanotrophs"
"227","chr14:56390213-56390714",5.19170419870874,9.71685327303064e-29,0.347198232986707,"Stem_cells"
"228","chr6:97355911-97356412",4.91637753707406,1.05103027536999e-28,-0.418596627551989,"Stem_cells"
"229","chr9:97289358-97289859",4.79953700171845,1.05951891580457e-28,-0.0930180195311676,"Lactotrophs"
"230","chr9:64125288-64125789",4.94788341008134,1.21779865011103e-28,-0.461116097644775,"Stem_cells"
"231","chr3:70161586-70162087",4.68668268548303,1.24636161033277e-28,0.22352179299498,"Lactotrophs"
"232","chr1:134991895-134992396",5.07925746870679,1.34148972318742e-28,-0.143904812286211,"Stem_cells"
"233","chr6:3455331-3455832",4.61219161821303,1.38307297921229e-28,-0.0881350354728563,"Lactotrophs"
"234","chr2:103625405-103625906",4.83407951934735,1.49579159175103e-28,-0.213788465780897,"Melanotrophs"
"235","chr4:49585659-49586160",5.25547403163963,1.64220373146413e-28,0.403683351999535,"Stem_cells"
"236","chr4:134655378-134655879",4.83024915654309,1.87296559602561e-28,-0.394502366693625,"Stem_cells"
"237","chr2:159039666-159040167",4.74996405998787,2.0648167492819e-28,0.590484075255066,"Somatotrophs"
"238","chr15:91614343-91614844",5.02458438486731,2.08384997805252e-28,-0.177058080920348,"Melanotrophs"
"239","chr10:67478553-67479054",4.65320908638882,2.46003429678568e-28,-0.25319547456816,"Somatotrophs"
"240","chr11:8539891-8540392",4.78964099659211,2.78312068025697e-28,-0.254089530934034,"Stem_cells"
"241","chr14:93067935-93068436",4.95066333528519,2.85376085436497e-28,-0.252741608158431,"Melanotrophs"
"242","chr12:27458438-27458939",4.70662491060833,3.51826854956762e-28,-0.0350912716500891,"Lactotrophs"
"243","chr12:45485109-45485610",4.70357095873207,4.29720928860148e-28,-0.243092446842946,"Lactotrophs"
"244","chr10:67439218-67439719",4.99414508828079,4.81453130716145e-28,0.335279562970275,"Somatotrophs"
"245","chr17:50441473-50441974",4.93952463782369,4.81605947287141e-28,-0.179781934979812,"Stem_cells"
"246","chr6:55159242-55159743",5.23931219469902,4.8358893126861e-28,0.849359583433919,"Lactotrophs"
"247","chr7:127946623-127947124",4.98897592156286,4.84860923780822e-28,-0.149602074814827,"Stem_cells"
"248","chr13:28788984-28789485",5.35617688413458,4.89361267684018e-28,1.05094475287869,"Stem_cells"
"249","chr9:84941507-84942008",4.70240659262122,5.67356691091185e-28,-0.386301590170099,"Lactotrophs"
"250","chr2:35434824-35435325",5.12551662430684,5.83129972882647e-28,-0.210666704999981,"Stem_cells"
"251","chr12:111478872-111479373",4.93391786088993,7.50737694105226e-28,-0.196439165607044,"Stem_cells"
"252","chr9:79850502-79851003",4.94442420827963,7.90257674523738e-28,-0.160037681102925,"Stem_cells"
"253","chr17:43557495-43557996",4.95270776320634,9.00921862420882e-28,1.11040874717003,"Stem_cells"
"254","chr13:13487723-13488224",4.72227864726908,1.02112899568513e-27,-0.230593207070916,"Somatotrophs"
"255","chr13:64458116-64458617",5.20420317858749,1.03415615388344e-27,0.222068721206929,"Stem_cells"
"256","chr7:112170049-112170550",4.72624256893637,1.10480241418853e-27,0.0190445279078018,"Stem_cells"
"257","chr16:95922346-95922847",4.81389614807714,1.20657213159036e-27,-0.254899103811683,"Stem_cells"
"258","chr5:72757156-72757657",5.25658463491828,1.23245218981804e-27,1.32432430381479,"Stem_cells"
"259","chr2:6162611-6163112",4.9487256305046,1.31476754385827e-27,-0.190754301652242,"Stem_cells"
"260","chr12:27254145-27254646",4.9278342852308,1.33391884162879e-27,-0.219985617965459,"Stem_cells"
"261","chr11:100286952-100287453",5.21600646953393,1.58131617967103e-27,1.10708897900545,"Stem_cells"
"262","chr8:34093224-34093725",5.35376764632475,1.59146419286498e-27,1.37498804771828,"Stem_cells"
"263","chr14:36732561-36733062",4.68366863460825,1.70326354694971e-27,-0.0075126632083021,"Somatotrophs"
"264","chr7:119076595-119077096",4.53669540605822,1.90243452608418e-27,0.060340878939189,"Lactotrophs"
"265","chr6:92962709-92963210",4.71093194308652,2.0850905304219e-27,-0.117522267192595,"Stem_cells"
"266","chr2:173566654-173567155",5.36594952886738,2.32479428956498e-27,0.855152569950754,"Stem_cells"
